Interprete;Titre;Editeur / Distributeur;Categorie;Certification;Date de sortie;Date de constat;Duree obtention
LACRIM;CORLEONE;CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Or;01/01/2014;11/11/2021;7 ans 11 mois
KOBA LAD;DADDY CHOCOLAT;MILLENIUM / CAPITOL / UNIVERSAL MUSIC FRANCE;Singles;Diamant;17/06/2021;11/11/2021;4 mois
S.PRI NOIR;ETAT D'ESPRIT;MI6 /ALLPOINTS / BELIEVE;Albums;Or;17/04/2020;11/11/2021;1 an 7 mois
ORELSAN;NOTES POUR TROP TARD (FEAT. IBEYI);3EME BUREAU / WAGRAM;Singles;Diamant;20/10/2017;11/11/2021;4 ans 1 mois
BABYLONE;ZINA;WAGRAM / WAGRAM / WAGRAM MUSIC;Single;Or;29/01/2016;11/11/2021;5 ans 10 mois
KAZA;J’AIMERAIS TELLEMENT;WARNER MUSIC FRANCE / ELEKTRA FRANCE / ELEKTRA FRANCE;Single;Or;23/10/2020;11/11/2021;1 an
BOOBA;0.9;TALLAC RECORDS / CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE;Albums;Platine;24/11/2008;11/11/2021;13 ans 1 mois
SADEK;KIMONO (FEAT. SCH ET NINHO);REC. 118 / INDUSTREET MUSIC / WARNER MUSIC FRANCE;Singles;Or;09/04/2021;04/11/2021;6 mois
RIHANNA;LOVE ON THE BRAIN;ROC NATION / RIHANNA / UNIVERSAL MUSIC FRANCE;Singles;Diamant;28/01/2016;04/11/2021;5 ans 10 mois
EDDY DE PRETTO;QUARTIER DES LUNES;UNIVERSAL MUSIC FRANCE / ROMANCE MUSIQUE / ROMANCE MUSIQUE;Single;Or;01/03/2018;04/11/2021;3 ans 8 mois
S.PRI NOIR;JUSTE POUR VOIR;ALLPOINTS / BELIEVE;Singles;Diamant;01/06/2018;04/11/2021;3 ans 5 mois
-M-;SUPERCHÉRIE - SINGLE;WAGRAM / 3EME BUREAU / 3EME BUREAU;Single;Or;22/11/2018;04/11/2021;2 ans 11 mois
SLIMANE;NOUS DEUX;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / CAPITOL;Single;Or;13/10/2018;04/11/2021;3 ans 1 mois
JUL;BEUH MAGIQUE;BELIEVE / BELIEVE / D'OR ET DE PLATINE;Single;Or;29/11/2019;04/11/2021;1 an 11 mois
ELENCO DE SOY LUNA;SOY LUNA;UNIVERSAL MUSIC FRANCE / MCA / WALT DISNEY RECORDS;Albums;Or;26/02/2016;04/11/2021;5 ans 9 mois
MOHA K;VROUM VROUM;WLAB / WAGRAM;Singles;Diamant;26/03/2021;04/11/2021;7 mois
DAMSO;D'JA ROULÉ;UNIVERSAL MUSIC FRANCE / TRENTE-QUATRE CENTIMES / TRENTE-QUATRE CENTIMES;Single;Or;17/09/2020;04/11/2021;1 an 1 mois
HATIK;CHAISE PLIANTE - VERSION GOLD;ISLAND DEF JAM / BENDO / LOW WOOD / UNIVERSAL MUSIC FRANCE;Albums;Double Platine;30/08/2019;28/10/2021;2 ans 2 mois
JACK HARLOW;WHATS POPPIN (FEAT. DABABY, TORY LANEZ & LIL WAYNE);WARNER MUSIC FRANCE / WARNER / GENERATION NOW/ATLANTIC;Single;Or;21/01/2020;28/10/2021;1 an 9 mois
GRADUR;RARI;CAPITOL MUSIC FRANCE / MILLENIUM / UNIVERSAL MUSIC FRANCE;Singles;Platine;03/10/2019;28/10/2021;2 ans 1 mois
NINHO;MONEY FEAT FAOUZIA;REC. 118 / MAL LUNE MUSIC / WARNER MUSIC FRANCE;Singles;Diamant;22/03/2019;28/10/2021;2 ans 7 mois
SHAY;THIBAUT COURTOIS;CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Platine;02/12/2016;21/10/2021;4 ans 11 mois
NINHO;TOUTES OPTIONS (FEAT. BLASKO);WARNER MUSIC FRANCE / REC. 118 / MAL LUNE MUSIC / REC. 118 / MAL LUNE MUSIC;Single;Or;30/03/2018;21/10/2021;3 ans 7 mois
WEJDENE;RÉFLÉCHIR;VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Or;18/02/2021;21/10/2021;8 mois
ROB $TONE;CHILL BILL;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL;Single;Or;17/06/2016;21/10/2021;5 ans 5 mois
BRUNO MARS;MARRY YOU;WARNER MUSIC FRANCE / CATALOGUE MARKETING CLASSIQUE / ATLANTIC RECORDS;Single;Platine;30/11/2021;21/10/2021;1 mois
JUL;RIEN 100 RIEN;D'OR ET DE PLATINE / BELIEVE;Albums;Triple Platine;14/06/2019;21/10/2021;2 ans 4 mois
ZKR;TU VOIS COMMENT ?;MORNING GLORY MUSIC / ALL ROAD / ALLPOINTS / BELIEVE;Singles;Or;08/01/2021;21/10/2021;9 mois
ULTRA VOMIT;PANZER SURPRISE !;VERYCORDS / WARNER MUSIC FRANCE;Albums;Or;28/04/2017;14/10/2021;4 ans 6 mois
HEUSS L'ENFOIRE;EN ESPRIT;ALLPOINTS / BELIEVE;Albums;Double Platine;25/01/2019;16/09/2021;2 ans 8 mois
MAÎTRE GIMS;JUSQU'ICI TOUT VA BIEN;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / PLAY TWO;Single;Platine;06/11/2020;16/09/2021;10 mois
JAHYANAI FEAT BAMBY;WHO MAD AGAIN;SCORPIO MUSIC;Singles;Platine;09/02/2018;16/09/2021;3 ans 7 mois
DADJU;TPB;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / AMATERASU PROD / CAPITOL;Single;Or;14/11/2019;16/09/2021;1 an 10 mois
GAZO;HAINE&SEX;BSB PROD / SONY MUSIC ENTERTAINMENT;Singles;Diamant;26/02/2021;16/09/2021;6 mois
LUCENZO;BAILAMOS;BELIEVE / BELIEVE / PLAY TWO;Single;Or;11/12/2020;16/09/2021;9 mois
KID FRANCESCOLI;MOON (AND IT WENT LIKE);YOTANKA RECORDS / PIAS FRANCE;Singles;Or;03/03/2017;16/09/2021;4 ans 7 mois
IMANBEK & SEAN PAUL;DANCING ON DANGEROUS;B1 / SONY MUSIC ENTERTAINMENT;Singles;Or;09/04/2021;16/09/2021;5 mois
NISKA;MR SAL;MILLENIUM / CAPITOL / UNIVERSAL MUSIC FRANCE;Albums;Triple Platine;06/09/2019;16/09/2021;2 ans
JULIEN CLERC;TERRIEN;PLAY TWO / WARNER MUSIC FRANCE;Albums;Or;12/02/2021;09/09/2021;6 mois
ARIANA GRANDE;STUCK WITH U;UNIVERSAL MUSIC FRANCE / ISLAND DEF JAM / UNIVERSAL MUSIC;Single;Or;08/05/2020;09/09/2021;1 an 4 mois
VINCENT NICLO ET LES PRÊTRES ORTHODOXES;ESPERANTO / COFFRET COLLECTOR EDITION LIMITEE;PLAY TWO / WARNER MUSIC FRANCE;Albums;Platine;13/11/2020;09/09/2021;10 mois
DJADJA & DINAZ;À LA COOL;DR / CARRÉ MUSIC / BELIEVE;Singles;Platine;06/05/2016;09/09/2021;5 ans 5 mois
BON ENTENDEUR;LA RUA MADUREIRA;COLUMBIA / SONY MUSIC ENTERTAINMENT;Singles;Or;26/04/2019;09/09/2021;2 ans 4 mois
-M-;LE GRAND PETIT CONCERT;WAGRAM / 3EME BUREAU / 3EME BUREAU;Albums;Or;22/11/2019;09/09/2021;1 an 9 mois
JUSTIN WELLINGTON;IKO IKO;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / B1;Single;Platine;03/06/2019;02/09/2021;2 ans 3 mois
LIL NAS X;HOLIDAY;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / COLUMBIA;Single;Or;11/11/2020;02/09/2021;9 mois
NEKFEU;CDGLAXJFKHNDATH;UNIVERSAL MUSIC FRANCE / POLYDOR / SEINE ZOO;Single;Or;21/06/2019;02/09/2021;2 ans 2 mois
EVA;ON FLEEK;MCA / ALDAM PRODUCTION / UNIVERSAL MUSIC FRANCE;Singles;Diamant;11/01/2019;02/09/2021;2 ans 8 mois
TIMAL;WEEK-END (FEAT. LETO);WARNER MUSIC FRANCE / WARNER / ELEKTRA FRANCE;Single;Or;21/02/2020;02/09/2021;1 an 6 mois
DUNCAN LAURENCE;ARCADE;UNIVERSAL MUSIC FRANCE / POLYDOR / UNIVERSAL MUSIC;Single;Platine;07/03/2019;02/09/2021;2 ans 6 mois
MAÎTRE GIMS;MALHEUR, MALHEUR;PLAY TWO / SONY MUSIC ENTERTAINMENT;Singles;Platine;23/03/2018;02/09/2021;3 ans 5 mois
OFENBACH;HEAD SHOULDERS KNEES AND TOES;ELEKTRA FRANCE / WARNER MUSIC FRANCE;Singles;Diamant;08/05/2020;02/09/2021;1 an 4 mois
ALDEBERT;10 ANS D'ENFANTILLAGES !;SONY MUSIC ENTERTAINMENT / LOAD / JIVE EPIC;Albums;Or;16/11/2018;02/09/2021;2 ans 10 mois
JUL;FAIT D'OR;BELIEVE / BELIEVE / D'OR ET DE PLATINE;Single;Or;09/05/2020;26/08/2021;1 an 3 mois
LES FRANGINES;LES FRANGINES;JO & CO	/ SONY MUSIC ENTERTAINMENT;Albums;Platine;21/06/2019;26/08/2021;2 ans 2 mois
KALASH;KAOS;CAPITOL MUSIC FRANCE / AZ / UNIVERSAL MUSIC FRANCE;Albums;Platine;06/05/2016;26/08/2021;5 ans 4 mois
TRYO;DÉSOLÉ POUR HIER SOIR XXV (REMIX 2020);IDOL / SALUT Ô EDITIONS / TRYO;Single;Or;31/01/2020;26/08/2021;1 an 7 mois
PORTUGAL THE MAN;WOODSTOCK;WARNER MUSIC FRANCE / CATALOGUE MARKETING CLASSIQUE / ATLANTIC RECORDS;Albums;Or;16/06/2017;26/08/2021;4 ans 3 mois
DUA LIPA;LEVITATING (FEAT. DABABY);WARNER MUSIC FRANCE / WEA / WARNER RECORDS;Single;Diamant;27/03/2020;26/08/2021;1 an 5 mois
HARRY STYLES;WATERMELON SUGAR;COLUMBIA / SONY MUSIC ENTERTAINMENT;Singles;Diamant;17/11/2019;05/08/2021;1 an 8 mois
313;AMOUR DE JEUNESSE;UNIVERSAL MUSIC FRANCE / ISLAND DEF JAM / LA RUCHE RECORDS;Single;Or;31/05/2019;05/08/2021;2 ans 2 mois
CAMILA CABELLO;LIAR;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / SYCO MUSIC/EPIC;Single;Or;04/09/2019;05/08/2021;1 an 11 mois
KOBA LAD;MARIE;CAPITOL MUSIC FRANCE / MILLENIUM / UNIVERSAL MUSIC FRANCE;Singles;Platine;27/09/2019;05/08/2021;1 an 10 mois
LETO;TES PARENTS FEAT NINHO;REC. 118 / WARNER MUSIC FRANCE;Singles;Diamant;28/06/2019;05/08/2021;2 ans 1 mois
MAJOR LAZER;QUE CALOR (WITH J BALVIN & EL ALFA);MAD DECENT / BECAUSE;Singles;Diamant;11/09/2019;05/08/2021;1 an 11 mois
NINHO;CHINO;REC. 118 / MAL LUNÉ MUSIC / WARNER MUSIC FRANCE;Singles;Platine;17/08/2017;05/08/2021;4 ans
BOOBA;MONA LISA;TALLAC RECORDS / CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Diamant;04/03/2021;05/08/2021;5 mois
JAMES ARTHUR;BACK FROM THE EDGE;SONY MUSIC ENTERTAINMENT / COLUMBIA / COLUMBIA;Albums;Or;28/10/2016;05/08/2021;4 ans 10 mois
13 ORGANISÉ;13 BALLES;BELIEVE / BELIEVE / RIEN 100 RIEN;Single;Or;09/10/2020;05/08/2021;10 mois
BRIGITTE;PALLADIUM;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / COLUMBIA;Single;Or;01/09/2017;05/08/2021;3 ans 11 mois
NAPS;4 ANNEAUX;BELIEVE / BELIEVE / 13EME ART RECORDS;Single;Or;03/10/2016;29/07/2021;4 ans 10 mois
AYA NAKAMURA;FAYA;WARNER MUSIC FRANCE / REC118 / REC. 118;Single;Or;26/10/2018;29/07/2021;2 ans 9 mois
ASHH;LOLITA;VIRGIN RECORDS FRANCE / ROSEMOON ENTERTAINMENT / UNIVERSAL MUSIC FRANCE;Singles;Platine;23/06/2017;29/07/2021;4 ans 1 mois
STAYSOLIDROCKY;PARTY GIRL;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / COLUMBIA;Single;Or;21/04/2020;29/07/2021;1 an 3 mois
LACRIM;GERICAULT;CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Platine;17/11/2017;29/07/2021;3 ans 9 mois
FREEZE CORLEONE;DESIIGNER;UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE / UNIVERSAL MUSIC DIVISION VIRGIN RECORDS DISTRIBUTION DEAL;Single;Or;27/07/2020;29/07/2021;1 an
LIL NAS X;MONTERO (CALL ME BY YOUR NAME);COLUMBIA / SONY MUSIC ENTERTAINMENT;Singles;Diamant;24/03/2021;29/07/2021;4 mois
SOOLKING;VINTAGE;AFFRANCHIS / HYPERFOCAL / CAPITOL / UNIVERSAL MUSIC FRANCE;Albums;Platine;19/03/2020;22/07/2021;1 an 4 mois
MAES;J'VOULAIS;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / MILLENIUM;Single;Or;29/11/2018;22/07/2021;2 ans 8 mois
HORNET LA FRAPPE;TAGA;REC. 118 / PARLOPHONE FRANCE / WARNER MUSIC FRANCE;Singles;Platine;13/07/2018;22/07/2021;3 ans
DINOS;IMANY;UNIVERSAL MUSIC FRANCE / BECAUSE MUSIC / BECAUSE MUSIC;Albums;Or;27/04/2018;22/07/2021;3 ans 3 mois
KAARIS;BLING BLING;VIRGIN RECORDS FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Diamant;03/11/2017;22/07/2021;3 ans 9 mois
SAM SMITH;HOW DO YOU SLEEP?;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / CAPITOL;Single;Or;19/07/2019;22/07/2021;2 ans
BON ENTENDEUR;LE TEMPS EST BON;COLUMBIA / SONY MUSIC ENTERTAINMENT;Singles;Diamant;27/07/2018;15/07/2021;3 ans
MARTIN GARRIX;LIKE I DO;PARLOPHONE (FRANCE) / WARNER MUSIC FRANCE;Singles;Platine;22/02/2018;15/07/2021;3 ans 5 mois
VINCENT NICLO & LES PRÊTRES ORTHODOXES;ESPERANTO;BELIEVE / BELIEVE / PLAY TWO;Albums;Platine;13/11/2020;15/07/2021;8 mois
THE WEEKND;SAVE YOUR TEARS;UNIVERSAL MUSIC FRANCE / ISLAND DEF JAM / UNIVERSAL MUSIC;Single;Diamant;20/03/2020;15/07/2021;1 an 4 mois
MARWA LOUD;BILLET;BECAUSE MUSIC / UNIVERSAL MUSIC FRANCE;Singles;Platine;09/03/2018;15/07/2021;3 ans 4 mois
SHAWN MENDES;THERE'S NOTHING HOLDIN' ME BACK;ISLAND DEF JAM / UNIVERSAL MUSIC FRANCE;Singles;Diamant;20/04/2017;08/07/2021;4 ans 3 mois
LIL PUMP;LIL PUMP;WARNER MUSIC FRANCE / WEA / WARNER RECORDS;Albums;Or;06/10/2017;17/06/2021;3 ans 9 mois
AYA NAKAMURA;FUEGO FEAT DADJU;WARNER MUSIC FRANCE / CATALOGUE MARKETING CLASSIQUE / REC. 118;Single;Or;25/08/2017;17/06/2021;3 ans 10 mois
J BALVIN;RITMO (BAD BOYS FOR LIFE);EPIC / WE THE BEST / SONY MUSIC ENTERTAINMENT;Singles;Diamant;11/10/2019;10/06/2021;1 an 8 mois
SOSO MANESS;MISTRAL;RCA GROUP / SONY MUSIC ENTERTAINMENT;Albums;Or;03/04/2020;10/06/2021;1 an 2 mois
GAMBI;DANS L'ESPACE (FEAT. HEUSS L'ENFOIRÉ);REC. 118 / WARNER MUSIC FRANCE;Singles;Diamant;17/01/2020;10/06/2021;1 an 5 mois
DJ ERISE;POURQUOI TU FORCES;UNIVERSAL MUSIC FRANCE / ISLAND DEF JAM / BENDO / KANTIZ RECORDS;Single;Or;08/05/2018;10/06/2021;3 ans 1 mois
DELUXE;STACHELIGHT;KURONEKO / KURONEKO MEDIA / CHINESE MAN RECORDS;Albums;Or;22/01/2016;10/06/2021;5 ans 5 mois
JUL;INSPI D'AILLEURS;BELIEVE / BELIEVE / D'OR ET DE PLATINE;Single;Or;15/06/2018;03/06/2021;3 ans
JUSTIN BIEBER;INTENTIONS;UNIVERSAL MUSIC FRANCE / ISLAND DEF JAM / UNIVERSAL MUSIC;Single;Or;07/02/2020;03/06/2021;1 an 4 mois
EVA;MOOD;MCA / ALDAM PRODUCTION / UNIVERSAL MUSIC FRANCE;Singles;Platine;26/10/2018;03/06/2021;2 ans 7 mois
DADJU;WOULI LIYA;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / AMATERASU PROD / CAPITOL;Single;Or;17/11/2019;03/06/2021;1 an 6 mois
NINHO;RORO;REC. 118 / MAL LUNÉ MUSIC / WARNER MUSIC FRANCE;Singles;Platine;21/04/2017;03/06/2021;4 ans 2 mois
BOOBA;AZERTY;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / TALLAC RECORDS;Single;Or;21/12/2020;03/06/2021;5 mois
ARCADIAN;TON COMBAT;UNIVERSAL MUSIC FRANCE / DECCA RECORDS FRANCE / DECCA;Single;Or;06/04/2017;03/06/2021;4 ans 2 mois
PNL;DEUX FRÈRES;MUSICAST / QLF RECORDS / BELIEVE;Singles;Diamant;03/04/2019;03/06/2021;2 ans 2 mois
LAURENT VOULZY;MONT SAINT-MICHEL;SONY MUSIC ENTERTAINMENT / COLUMBIA / COLUMBIA;Albums;Or;06/12/2019;03/06/2021;1 an 6 mois
TRAVIS SCOTT;GOOSEBUMPS;EPIC / GRAND HUSTLE / SONY MUSIC ENTERTAINMENT;Singles;Diamant;09/09/2016;27/05/2021;4 ans 9 mois
MULTI INTERPRÈTES;TU DONNES;UNIVERSAL MUSIC FRANCE / LABEL PANTHEON / UMSM;Single;Or;13/12/2018;27/05/2021;2 ans 5 mois
AVICII;HEAVEN;UNIVERSAL MUSIC FRANCE / ISLAND DEF JAM / UNIVERSAL MUSIC;Single;Or;06/06/2019;27/05/2021;2 ans
DENNIS LLOYD;NEVER GO BACK;ARISTA RECORDS / SONY MUSIC ENTERTAINMENT;Singles;Platine;15/02/2019;27/05/2021;2 ans 3 mois
CLARA LUCIANI;LA BAIE;UNIVERSAL MUSIC FRANCE / ROMANCE MUSIQUE / ROMANCE MUSIQUE;Single;Or;22/03/2018;27/05/2021;3 ans 2 mois
LORENZO;BIZARRE;ROMANCE MUSIQUE / MFC / UNIVERSAL MUSIC FRANCE;Singles;Platine;23/02/2018;27/05/2021;3 ans 3 mois
LORENZO;TU LE C;ROMANCE MUSIQUE / MFC / UNIVERSAL MUSIC FRANCE;Singles;Platine;23/02/2018;27/05/2021;3 ans 3 mois
COLUMBINE;ADIEU, AU REVOIR;ROMANCE MUSIQUE / UNIVERSAL MUSIC FRANCE;Albums;Double Platine;19/04/2019;27/05/2021;2 ans 1 mois
PATRICK FIORI;UN AIR DE FAMILLE;SMART / SONY MUSIC ENTERTAINMENT;Albums;Platine;02/10/2020;27/05/2021;7 mois
UZI;À LA FÊTE;CAPITOL MUSIC FRANCE / ARGENTIC MUSIC / UNIVERSAL MUSIC FRANCE;Singles;Diamant;25/06/2020;20/05/2021;10 mois
LP;LOST ON YOU;ELEKTRA FRANCE / WARNER MUSIC FRANCE;Albums;Double Platine;09/12/2016;20/05/2021;4 ans 6 mois
TONES AND I;NEVER SEEN THE RAIN;ELEKTRA (NEK) / WARNER MUSIC FRANCE;Singles;Platine;08/08/2019;20/05/2021;1 an 9 mois
WHITNEY HOUSTON;HIGHER LOVE;KYGO/RCA RECORDS / SONY MUSIC ENTERTAINMENT;Singles;Platine;28/06/2019;20/05/2021;1 an 11 mois
DAMSO;BEAUTIFUL;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / CAPITOL;Single;Or;07/07/2016;20/05/2021;4 ans 11 mois
LOUISE ATTAQUE;ANOMALIE;LABEL PANTHEON / BARCLAY / UNIVERSAL MUSIC FRANCE;Albums;Platine;12/02/2016;15/04/2021;5 ans 2 mois
LEFA;SMILE;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / 2L MUSIC;Single;Or;10/07/2020;15/04/2021;9 mois
INDOCHINE;SINGLES COLLECTION (2001 - 2021);INDOCHINE RECORDS / RCA GROUP / SONY MUSIC ENTERTAINMENT;Albums;Double Platine;28/08/2020;15/04/2021;7 mois
PLK;PILOTE;PANENKA MUSIC / WAGRAM;Singles;Diamant;28/08/2020;15/04/2021;7 mois
VALD;DEVIENS GÉNIAL;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / MILLENIUM;Single;Or;01/02/2018;08/04/2021;3 ans 2 mois
CLARA LUCIANI;SAINTE-VICTOIRE;ROMANCE MUSIQUE / UNIVERSAL MUSIC FRANCE;Albums;Triple Platine;06/04/2018;08/04/2021;3 ans
XXXTENTACION;ARMS AROUND YOU (FEAT. MALUMA & SWAE LEE);WARNER RECORDS / WARNER MUSIC FRANCE;Singles;Platine;25/10/2018;08/04/2021;2 ans 5 mois
ZOLA;7,65;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / AWA;Single;Or;05/04/2019;08/04/2021;2 ans
MILEY CYRUS;MALIBU;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / RCA RECORDS LABEL;Single;Or;11/05/2017;08/04/2021;3 ans 11 mois
GRAND CORPS MALADE;MAIS JE T'AIME;ANOUCHE PRODUCTIONS / UNIVERSAL MUSIC FRANCE;Singles;Diamant;19/06/2020;08/04/2021;9 mois
LOMEPAL;JEANNINE - AMINA;PINEALE PROD - GRAND MUSIQUE MANAGEMENT / IDOL / PIAS FRANCE;Albums;Diamant;07/12/2018;08/04/2021;2 ans 4 mois
PLK;UN PEU DE HAINE;PANENKA / WAGRAM;Singles;Diamant;13/09/2019;08/04/2021;1 an 7 mois
THERAPIE TAXI;J'EN AI MARRE;WAGRAM / PANENKA MUSIC / PANENKA MUSIC;Single;Or;02/02/2018;08/04/2021;3 ans 2 mois
GEORGIO;HÉRA;PANENKA / WAGRAM;Albums;Platine;04/11/2016;01/04/2021;4 ans 5 mois
BOOBA;JAUNÉ;CAPITOL MUSIC FRANCE / TALLAC RECORDS / UNIVERSAL MUSIC FRANCE;Singles;Diamant;11/05/2020;01/04/2021;10 mois
CHRIS BROWN;NO GUIDANCE;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / CHRIS BROWN ENTERTAINMENT/RCA RECORDS;Single;Or;08/06/2019;01/04/2021;1 an 10 mois
FRANGLISH;MY SALSA;CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Diamant;11/06/2020;01/04/2021;9 mois
LES ENFOIRÉS;2021 - À CÔTÉ DE VOUS;RESTOS DU COEUR / SONY MUSIC ENTERTAINMENT;Albums;Triple Platine;06/03/2021;01/04/2021;
JUL, SCH;MOTHER FUCK;BELIEVE / BELIEVE / D'OR ET DE PLATINE;Single;Platine;11/12/2020;01/04/2021;3 mois
PLK;POLAK;WAGRAM / PANENKA / PANENKA;Single;Or;05/10/2018;25/03/2021;2 ans 6 mois
RK;MOSCOW;UNIVERSAL MUSIC FRANCE / CAPITOL MUSIC FRANCE / 3.5.7 MUSIC;Single;Or;20/09/2018;25/03/2021;2 ans 6 mois
JULIETTE ARMANET;PETITE AMIE;ROMANCE MUSIQUE / BARCLAY / UNIVERSAL MUSIC FRANCE;Albums;Double Platine;07/04/2017;25/03/2021;4 ans
BIGFLO & OLI;ALORS ALORS;POLYDOR / UNIVERSAL MUSIC FRANCE;Singles;Platine;13/05/2017;25/03/2021;3 ans 11 mois
COLUMBINE;RÉMI;UNIVERSAL MUSIC FRANCE / ROMANCE MUSIQUE / ROMANCE MUSIQUE;Single;Or;23/03/2017;25/03/2021;4 ans
KLINGANDE;PUMPED UP;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / JIVE EPIC;Single;Or;08/09/2017;25/03/2021;3 ans 7 mois
BLACK EYED PEAS;VIDA LOCA;UNIVERSAL MUSIC FRANCE / POLYDOR / POLYDOR;Single;Or;18/06/2020;25/03/2021;9 mois
OBOY;CABEZA;SYNDICATE RECORDS / BELIEVE;Singles;Diamant;03/07/2020;25/03/2021;8 mois
THE BLACK EYED PEAS;ROCK THAT BODY;INTERSCOPE RECORDS	/ POLYDOR / UNIVERSAL MUSIC FRANCE;Singles;Or;05/06/2009;25/03/2021;11 ans 11 mois
-M- / TOUMANI DIABATÉ / SIDIKI DIABATÉ;MANITOUMANI - SINGLE;WAGRAM / 3EME BUREAU / 3EME BUREAU;Single;Or;29/03/2017;25/03/2021;4 ans
SOPRANO;COFFRET 4 CD 2019;WARNER MUSIC FRANCE / CATALOGUE MARKETING CLASSIQUE / REC. 118;Albums;Or;08/03/2019;25/03/2021;2 ans
BENJAMIN BIOLAY;GRAND PRIX;POLYDOR / UNIVERSAL MUSIC FRANCE;Albums;Platine;25/06/2020;25/02/2021;8 mois
AC/DC;POWER UP;COLUMBIA / SONY MUSIC ENTERTAINMENT;Albums;Double Platine;13/11/2020;25/02/2021;3 mois
NAZA;P*TAIN DE M*RDE;MUKONGO BUSINESS / MUSICAST;Singles;Platine;05/04/2018;25/02/2021;2 ans 11 mois
13 ORGANISÉ;L'ÉTOILE SUR LE MAILLOT;BELIEVE / BELIEVE / RIEN 100 RIEN;Single;Or;09/10/2020;25/02/2021;4 mois
MYLÈNE FARMER;HISTOIRES DE;Stuffed Monkey  /SONY MUSIC ENTERTAINMENT;Albums;Platine;04/12/2020;18/02/2021;2 mois
VITAA;DÉSACCORD (EN DUO AVEC DADJU);WARNER MUSIC FRANCE / PLAY TWO / PLAY TWO;Single;Or;28/09/2018;18/02/2021;2 ans 5 mois
EVA;QUEEN;MCA / ALDAM PRODUCTION / UNIVERSAL MUSIC FRANCE;Albums;Double Platine;05/07/2019;18/02/2021;1 an 7 mois
LOMEPAL;LE LENDEMAIN DE L'ORAGE;IDOL / IDOL / PINEALE PROD - GRAND MUSIQUE MANAGEMENT;Single;Or;07/12/2018;18/02/2021;2 ans 2 mois
DAMSO;PARIS C'EST LOIN;CAPITOL MUSIC FRANCE / UNIVERSAL MUSIC FRANCE;Singles;Diamant;19/07/2016;18/02/2021;4 ans 7 mois
HOSHI;FEMME À LA MER;SONY MUSIC ENTERTAINMENT / SONY MUSIC ENTERTAINMENT / JO & CO;Single;Or;16/03/2018;18/02/2021;2 ans 11 mois
AVA MAX;WHO'S LAUGHING NOW;WARNER MUSIC FRANCE / WARNER / ATLANTIC RECORDS;Single;Or;30/07/2020;18/02/2021;6 mois
NEKFEU;ELLE PLEUT;POLYDOR / SEINE ZOO / UNIVERSAL MUSIC FRANCE;Singles;Diamant;06/06/2019;18/02/2021;1 an 8 mois
TRYO;XXV;SALUT Ô EDITIONS	/ DS DISTRIBUTRION / IDOL;Albums;Or;24/01/2020;18/02/2021;1 an 1 mois
THE BLACK EYED PEAS;MEET ME HALFWAY;INTERSCOPE RECORDS	/ POLYDOR / UNIVERSAL MUSIC FRANCE;Singles;Diamant;05/06/2009;16/02/2021;11 ans 10 mois
BLACK EYED PEAS;MAMACITA;POLYDOR / UNIVERSAL MUSIC FRANCE;Singles;Diamant;09/04/2020;11/02/2021;10 mois
TIMAL;CAVALER;WARNER MUSIC FRANCE / WARNER / ELEKTRA FRANCE;Single;Or;04/10/2019;11/02/2021;1 an 4 mois
